"Time","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-01-nethermind-lighthouse:9001"", job=""el-01-nethermind-lighthouse"", service=""el-01-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-02-nethermind-lighthouse:9001"", job=""el-02-nethermind-lighthouse"", service=""el-02-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-03-nethermind-lighthouse:9001"", job=""el-03-nethermind-lighthouse"", service=""el-03-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-04-nethermind-lighthouse:9001"", job=""el-04-nethermind-lighthouse"", service=""el-04-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-05-nethermind-lighthouse:9001"", job=""el-05-nethermind-lighthouse"", service=""el-05-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-06-nethermind-lighthouse:9001"", job=""el-06-nethermind-lighthouse"", service=""el-06-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-07-nethermind-lighthouse:9001"", job=""el-07-nethermind-lighthouse"", service=""el-07-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-14-nethermind-lighthouse:9001"", job=""el-14-nethermind-lighthouse"", service=""el-14-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-15-nethermind-lighthouse:9001"", job=""el-15-nethermind-lighthouse"", service=""el-15-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-03-nethermind-lighthouse:9001"", job=""el-03-nethermind-lighthouse"", service=""el-03-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-06-nethermind-lighthouse:9001"", job=""el-06-nethermind-lighthouse"", service=""el-06-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-15-nethermind-lighthouse:9001"", job=""el-15-nethermind-lighthouse"", service=""el-15-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-04-nethermind-lighthouse:9001"", job=""el-04-nethermind-lighthouse"", service=""el-04-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-14-nethermind-lighthouse:9001"", job=""el-14-nethermind-lighthouse"", service=""el-14-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-07-nethermind-lighthouse:9001"", job=""el-07-nethermind-lighthouse"", service=""el-07-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-02-nethermind-lighthouse:9001"", job=""el-02-nethermind-lighthouse"", service=""el-02-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-05-nethermind-lighthouse:9001"", job=""el-05-nethermind-lighthouse"", service=""el-05-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-01-nethermind-lighthouse:9001"", job=""el-01-nethermind-lighthouse"", service=""el-01-nethermind-lighthouse""}"
2025-11-16 12:45:30,,,1.63 vCPU,1.45 vCPU,,1.80 vCPU,,1.90 vCPU,1.62 vCPU,1.51 vCPU,1.71 vCPU,,,,1.49 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:45:45,2.19 vCPU,2.23 vCPU,2.45 vCPU,2.18 vCPU,2.32 vCPU,2.44 vCPU,2.25 vCPU,2.59 vCPU,2.27 vCPU,2.19 vCPU,2.45 vCPU,2.46 vCPU,2.22 vCPU,2.38 vCPU,2.23 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:46:00,2.83 vCPU,2.51 vCPU,3.06 vCPU,2.93 vCPU,2.55 vCPU,3.08 vCPU,2.48 vCPU,3.08 vCPU,2.81 vCPU,3.12 vCPU,3.11 vCPU,3.18 vCPU,2.64 vCPU,3.11 vCPU,2.90 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:46:15,3.42 vCPU,3.16 vCPU,2.65 vCPU,2.70 vCPU,3.20 vCPU,2.50 vCPU,3.10 vCPU,2.61 vCPU,2.59 vCPU,2.65 vCPU,2.86 vCPU,2.83 vCPU,2.76 vCPU,2.86 vCPU,2.62 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:46:30,2.64 vCPU,2.42 vCPU,2.08 vCPU,2.29 vCPU,2.44 vCPU,2.17 vCPU,2.34 vCPU,2.12 vCPU,2.19 vCPU,2.31 vCPU,2.43 vCPU,2.50 vCPU,2.39 vCPU,2.40 vCPU,2.19 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:46:45,2.53 vCPU,2.74 vCPU,2.68 vCPU,3.00 vCPU,2.76 vCPU,2.92 vCPU,2.73 vCPU,2.63 vCPU,2.63 vCPU,2.87 vCPU,2.82 vCPU,2.31 vCPU,2.38 vCPU,2.33 vCPU,2.93 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:47:00,3.04 vCPU,3.00 vCPU,3.06 vCPU,3.19 vCPU,3.27 vCPU,3.14 vCPU,3.01 vCPU,3.15 vCPU,3.11 vCPU,3.30 vCPU,3.19 vCPU,3.36 vCPU,3.09 vCPU,3.14 vCPU,3.27 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:47:15,3.69 vCPU,3.74 vCPU,3.54 vCPU,3.65 vCPU,3.73 vCPU,3.57 vCPU,3.75 vCPU,3.86 vCPU,3.66 vCPU,3.68 vCPU,3.56 vCPU,3.51 vCPU,3.57 vCPU,3.48 vCPU,3.70 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:47:30,3.82 vCPU,3.75 vCPU,3.11 vCPU,3.25 vCPU,3.58 vCPU,3.15 vCPU,3.66 vCPU,3.57 vCPU,3.41 vCPU,3.10 vCPU,3.31 vCPU,4.02 vCPU,3.76 vCPU,4.00 vCPU,3.32 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:47:45,9.00 vCPU,3.36 vCPU,2.96 vCPU,3.21 vCPU,2.95 vCPU,3.18 vCPU,3.26 vCPU,3.34 vCPU,2.98 vCPU,2.89 vCPU,3.08 vCPU,3.26 vCPU,3.36 vCPU,3.43 vCPU,3.30 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:48:00,17.9 vCPU,3.03 vCPU,2.98 vCPU,3.15 vCPU,2.85 vCPU,3.19 vCPU,3.01 vCPU,3.14 vCPU,2.90 vCPU,2.84 vCPU,3.20 vCPU,3.16 vCPU,3.04 vCPU,3.35 vCPU,3.33 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:48:15,22.6 vCPU,2.99 vCPU,3.08 vCPU,3.14 vCPU,2.86 vCPU,3.19 vCPU,3.10 vCPU,3.24 vCPU,2.93 vCPU,2.82 vCPU,3.29 vCPU,3.17 vCPU,3.12 vCPU,3.17 vCPU,3.30 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:48:30,21.3 vCPU,2.99 vCPU,3.18 vCPU,3.24 vCPU,2.87 vCPU,3.26 vCPU,3.22 vCPU,3.25 vCPU,2.99 vCPU,2.88 vCPU,3.19 vCPU,3.35 vCPU,3.22 vCPU,3.10 vCPU,3.20 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:48:45,17.1 vCPU,3.06 vCPU,3.17 vCPU,3.23 vCPU,2.83 vCPU,3.16 vCPU,3.26 vCPU,3.28 vCPU,3.04 vCPU,2.92 vCPU,3.05 vCPU,3.41 vCPU,3.28 vCPU,3.08 vCPU,3.08 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:49:00,21.9 vCPU,3.06 vCPU,3.01 vCPU,3.07 vCPU,2.94 vCPU,3.13 vCPU,3.13 vCPU,3.17 vCPU,3.06 vCPU,2.98 vCPU,2.84 vCPU,3.15 vCPU,3.08 vCPU,3.02 vCPU,3.01 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:49:15,25.2 vCPU,3.16 vCPU,2.91 vCPU,2.97 vCPU,2.95 vCPU,3.22 vCPU,2.99 vCPU,3.19 vCPU,3.16 vCPU,2.95 vCPU,2.81 vCPU,2.96 vCPU,3.00 vCPU,3.16 vCPU,3.01 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:49:30,26.9 vCPU,3.06 vCPU,2.83 vCPU,3.09 vCPU,3.02 vCPU,3.37 vCPU,2.90 vCPU,3.23 vCPU,2.99 vCPU,3.07 vCPU,2.90 vCPU,2.87 vCPU,2.97 vCPU,3.10 vCPU,3.15 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:49:45,22.6 vCPU,3.06 vCPU,2.90 vCPU,3.15 vCPU,2.97 vCPU,3.39 vCPU,2.94 vCPU,3.31 vCPU,2.94 vCPU,2.95 vCPU,2.99 vCPU,3.13 vCPU,3.09 vCPU,3.06 vCPU,3.13 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:50:00,22.7 vCPU,3.09 vCPU,2.85 vCPU,3.02 vCPU,3.03 vCPU,3.14 vCPU,2.99 vCPU,3.21 vCPU,3.03 vCPU,3.04 vCPU,3.16 vCPU,3.10 vCPU,3.03 vCPU,2.85 vCPU,3.00 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:50:15,23.8 vCPU,3.30 vCPU,2.78 vCPU,2.86 vCPU,3.01 vCPU,2.87 vCPU,3.03 vCPU,3.01 vCPU,3.17 vCPU,2.97 vCPU,3.13 vCPU,3.11 vCPU,3.12 vCPU,2.77 vCPU,2.97 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:50:30,25.3 vCPU,3.30 vCPU,2.78 vCPU,2.85 vCPU,3.13 vCPU,2.78 vCPU,3.02 vCPU,2.94 vCPU,3.12 vCPU,3.00 vCPU,3.08 vCPU,2.90 vCPU,3.23 vCPU,2.82 vCPU,3.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:50:45,24.1 vCPU,3.38 vCPU,2.85 vCPU,2.81 vCPU,3.16 vCPU,2.81 vCPU,2.99 vCPU,2.92 vCPU,2.93 vCPU,2.90 vCPU,2.83 vCPU,2.92 vCPU,3.34 vCPU,2.83 vCPU,3.12 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:51:00,20.6 vCPU,3.24 vCPU,2.86 vCPU,2.76 vCPU,3.07 vCPU,2.95 vCPU,3.06 vCPU,2.95 vCPU,3.03 vCPU,2.90 vCPU,2.82 vCPU,2.79 vCPU,3.23 vCPU,2.90 vCPU,3.08 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:51:15,20.5 vCPU,3.32 vCPU,2.93 vCPU,2.70 vCPU,2.92 vCPU,3.06 vCPU,3.13 vCPU,3.00 vCPU,3.08 vCPU,2.97 vCPU,2.95 vCPU,2.84 vCPU,3.20 vCPU,2.98 vCPU,2.96 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:51:30,19.4 vCPU,3.20 vCPU,3.09 vCPU,2.91 vCPU,2.92 vCPU,3.18 vCPU,3.30 vCPU,2.98 vCPU,3.07 vCPU,3.12 vCPU,3.09 vCPU,2.97 vCPU,3.21 vCPU,3.20 vCPU,3.03 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:51:45,21.3 vCPU,3.20 vCPU,3.27 vCPU,2.93 vCPU,3.10 vCPU,3.30 vCPU,3.43 vCPU,3.08 vCPU,3.07 vCPU,3.08 vCPU,3.24 vCPU,3.05 vCPU,3.28 vCPU,3.34 vCPU,3.10 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:52:00,23.9 vCPU,3.07 vCPU,3.19 vCPU,2.95 vCPU,3.15 vCPU,3.14 vCPU,3.54 vCPU,3.06 vCPU,3.18 vCPU,3.03 vCPU,3.26 vCPU,3.08 vCPU,3.39 vCPU,3.31 vCPU,3.20 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:52:15,30.3 vCPU,2.88 vCPU,2.97 vCPU,2.80 vCPU,3.02 vCPU,2.97 vCPU,3.44 vCPU,3.06 vCPU,3.26 vCPU,2.84 vCPU,3.31 vCPU,3.01 vCPU,3.37 vCPU,3.17 vCPU,3.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:52:30,33.0 vCPU,2.98 vCPU,2.98 vCPU,2.96 vCPU,2.90 vCPU,2.85 vCPU,3.33 vCPU,3.07 vCPU,3.20 vCPU,2.98 vCPU,3.26 vCPU,3.20 vCPU,3.40 vCPU,3.20 vCPU,3.00 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:52:45,31.7 vCPU,3.07 vCPU,3.16 vCPU,3.08 vCPU,2.86 vCPU,2.96 vCPU,3.15 vCPU,3.10 vCPU,3.14 vCPU,3.15 vCPU,3.35 vCPU,3.26 vCPU,3.30 vCPU,3.21 vCPU,3.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:53:00,28.8 vCPU,3.24 vCPU,3.43 vCPU,3.19 vCPU,2.98 vCPU,3.06 vCPU,3.21 vCPU,3.19 vCPU,3.11 vCPU,3.44 vCPU,3.42 vCPU,3.33 vCPU,3.50 vCPU,3.31 vCPU,3.14 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:53:15,30.5 vCPU,3.48 vCPU,3.42 vCPU,3.19 vCPU,3.15 vCPU,3.10 vCPU,3.30 vCPU,3.18 vCPU,3.07 vCPU,3.43 vCPU,3.28 vCPU,3.32 vCPU,3.59 vCPU,3.27 vCPU,3.04 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:53:30,32.9 vCPU,3.46 vCPU,3.33 vCPU,3.28 vCPU,3.25 vCPU,3.26 vCPU,3.40 vCPU,3.10 vCPU,3.01 vCPU,3.46 vCPU,3.07 vCPU,3.38 vCPU,3.50 vCPU,3.15 vCPU,2.89 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:53:45,32.8 vCPU,3.48 vCPU,3.24 vCPU,3.29 vCPU,3.15 vCPU,3.21 vCPU,3.39 vCPU,3.11 vCPU,3.14 vCPU,3.50 vCPU,2.94 vCPU,3.38 vCPU,3.22 vCPU,3.05 vCPU,2.76 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:54:00,33.0 vCPU,3.14 vCPU,3.26 vCPU,3.32 vCPU,2.97 vCPU,3.17 vCPU,3.20 vCPU,2.98 vCPU,3.13 vCPU,3.45 vCPU,3.34 vCPU,3.29 vCPU,2.89 vCPU,2.96 vCPU,2.79 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:54:15,34.1 vCPU,3.25 vCPU,3.19 vCPU,3.23 vCPU,3.08 vCPU,2.89 vCPU,3.24 vCPU,3.03 vCPU,3.12 vCPU,3.34 vCPU,3.45 vCPU,3.30 vCPU,2.93 vCPU,3.00 vCPU,2.89 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:54:30,37.4 vCPU,3.08 vCPU,3.05 vCPU,3.42 vCPU,3.22 vCPU,2.89 vCPU,3.25 vCPU,3.22 vCPU,2.93 vCPU,3.09 vCPU,3.50 vCPU,3.32 vCPU,3.05 vCPU,2.96 vCPU,2.93 vCPU,,,,,,,,,,,,,,,
2025-11-16 12:54:45,35.8 vCPU,3.29 vCPU,2.96 vCPU,3.29 vCPU,3.42 vCPU,2.84 vCPU,3.34 vCPU,3.56 vCPU,2.98 vCPU,3.00 vCPU,3.14 vCPU,3.36 vCPU,3.25 vCPU,2.92 vCPU,2.93 vCPU,,,,,,,,,,,,,,,
