"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-nethermind:5054"", job=""cl-01-lighthouse-nethermind"", service=""cl-01-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-nethermind:5054"", job=""cl-02-lighthouse-nethermind"", service=""cl-02-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-nethermind:5054"", job=""cl-03-lighthouse-nethermind"", service=""cl-03-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-nethermind:5054"", job=""cl-04-lighthouse-nethermind"", service=""cl-04-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-nethermind:5054"", job=""cl-05-lighthouse-nethermind"", service=""cl-05-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-nethermind:5054"", job=""cl-11-lighthouse-nethermind"", service=""cl-11-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-nethermind:5054"", job=""cl-12-lighthouse-nethermind"", service=""cl-12-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-nethermind:5054"", job=""cl-13-lighthouse-nethermind"", service=""cl-13-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-nethermind:5054"", job=""cl-14-lighthouse-nethermind"", service=""cl-14-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-nethermind:5054"", job=""cl-15-lighthouse-nethermind"", service=""cl-15-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-nethermind:5054"", job=""cl-03-lighthouse-nethermind"", service=""cl-03-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-nethermind:5054"", job=""cl-13-lighthouse-nethermind"", service=""cl-13-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-nethermind:5054"", job=""cl-04-lighthouse-nethermind"", service=""cl-04-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-nethermind:5054"", job=""cl-11-lighthouse-nethermind"", service=""cl-11-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-nethermind:5054"", job=""cl-02-lighthouse-nethermind"", service=""cl-02-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-nethermind:5054"", job=""cl-14-lighthouse-nethermind"", service=""cl-14-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-nethermind:5054"", job=""cl-01-lighthouse-nethermind"", service=""cl-01-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-nethermind:5054"", job=""cl-15-lighthouse-nethermind"", service=""cl-15-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-nethermind:5054"", job=""cl-05-lighthouse-nethermind"", service=""cl-05-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-nethermind:5054"", job=""cl-12-lighthouse-nethermind"", service=""cl-12-lighthouse-nethermind"", supernode=""False""}"
2025-11-16 12:25:00,35.6 kb/s,30.1 kb/s,3.59 kb/s,7.69 kb/s,,29.1 kb/s,,36.9 kb/s,,26.9 kb/s,4.80 kb/s,,3.51 kb/s,23.1 kb/s,29.1 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:25:15,73.5 kb/s,64.0 kb/s,51.9 kb/s,56.0 kb/s,73.6 kb/s,57.9 kb/s,69.6 kb/s,59.6 kb/s,49.8 kb/s,55.8 kb/s,59.8 kb/s,74.7 kb/s,64.5 kb/s,60.1 kb/s,60.5 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:25:30,105 kb/s,88.5 kb/s,74.2 kb/s,83.6 kb/s,102 kb/s,81.1 kb/s,104 kb/s,88.5 kb/s,88.6 kb/s,80.9 kb/s,85.1 kb/s,107 kb/s,96.9 kb/s,85.4 kb/s,93.0 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:25:45,147 kb/s,123 kb/s,114 kb/s,110 kb/s,123 kb/s,111 kb/s,134 kb/s,114 kb/s,149 kb/s,116 kb/s,117 kb/s,153 kb/s,134 kb/s,117 kb/s,124 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:26:00,209 kb/s,171 kb/s,143 kb/s,149 kb/s,161 kb/s,151 kb/s,180 kb/s,156 kb/s,180 kb/s,160 kb/s,146 kb/s,184 kb/s,163 kb/s,160 kb/s,177 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:26:15,248 kb/s,201 kb/s,179 kb/s,195 kb/s,186 kb/s,178 kb/s,211 kb/s,183 kb/s,209 kb/s,192 kb/s,192 kb/s,219 kb/s,202 kb/s,193 kb/s,211 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:26:30,283 kb/s,242 kb/s,203 kb/s,227 kb/s,218 kb/s,209 kb/s,248 kb/s,215 kb/s,256 kb/s,225 kb/s,225 kb/s,259 kb/s,238 kb/s,225 kb/s,252 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:26:45,317 kb/s,278 kb/s,249 kb/s,257 kb/s,246 kb/s,247 kb/s,279 kb/s,244 kb/s,312 kb/s,267 kb/s,261 kb/s,298 kb/s,275 kb/s,263 kb/s,290 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:27:00,369 kb/s,326 kb/s,275 kb/s,293 kb/s,298 kb/s,291 kb/s,342 kb/s,300 kb/s,349 kb/s,321 kb/s,289 kb/s,326 kb/s,296 kb/s,302 kb/s,349 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:27:15,410 kb/s,358 kb/s,310 kb/s,337 kb/s,329 kb/s,322 kb/s,380 kb/s,336 kb/s,386 kb/s,355 kb/s,342 kb/s,353 kb/s,330 kb/s,336 kb/s,385 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:27:30,443 kb/s,392 kb/s,334 kb/s,364 kb/s,368 kb/s,348 kb/s,414 kb/s,376 kb/s,432 kb/s,386 kb/s,372 kb/s,384 kb/s,361 kb/s,359 kb/s,420 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:27:45,485 kb/s,430 kb/s,378 kb/s,386 kb/s,403 kb/s,379 kb/s,449 kb/s,406 kb/s,485 kb/s,421 kb/s,407 kb/s,432 kb/s,396 kb/s,399 kb/s,453 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:28:00,538 kb/s,476 kb/s,403 kb/s,416 kb/s,452 kb/s,421 kb/s,504 kb/s,467 kb/s,522 kb/s,468 kb/s,438 kb/s,461 kb/s,423 kb/s,441 kb/s,499 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:28:15,570 kb/s,510 kb/s,436 kb/s,453 kb/s,484 kb/s,449 kb/s,536 kb/s,500 kb/s,556 kb/s,498 kb/s,487 kb/s,494 kb/s,458 kb/s,472 kb/s,534 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:28:30,605 kb/s,542 kb/s,462 kb/s,480 kb/s,525 kb/s,477 kb/s,577 kb/s,538 kb/s,605 kb/s,533 kb/s,519 kb/s,531 kb/s,489 kb/s,502 kb/s,572 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:28:45,650 kb/s,582 kb/s,504 kb/s,507 kb/s,557 kb/s,515 kb/s,609 kb/s,566 kb/s,658 kb/s,571 kb/s,555 kb/s,579 kb/s,524 kb/s,542 kb/s,602 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:29:00,705 kb/s,630 kb/s,532 kb/s,541 kb/s,603 kb/s,558 kb/s,662 kb/s,621 kb/s,696 kb/s,624 kb/s,582 kb/s,615 kb/s,550 kb/s,589 kb/s,652 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:29:15,745 kb/s,670 kb/s,569 kb/s,581 kb/s,633 kb/s,586 kb/s,695 kb/s,652 kb/s,735 kb/s,655 kb/s,632 kb/s,650 kb/s,583 kb/s,625 kb/s,684 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:29:30,777 kb/s,704 kb/s,597 kb/s,612 kb/s,675 kb/s,614 kb/s,736 kb/s,687 kb/s,771 kb/s,686 kb/s,664 kb/s,684 kb/s,614 kb/s,656 kb/s,726 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:29:45,824 kb/s,742 kb/s,641 kb/s,634 kb/s,699 kb/s,655 kb/s,767 kb/s,715 kb/s,826 kb/s,725 kb/s,700 kb/s,743 kb/s,648 kb/s,697 kb/s,761 kb/s,,,,,,,,,,,,,,,
2025-11-16 12:30:00,842 kb/s,763 kb/s,638 kb/s,638 kb/s,718 kb/s,674 kb/s,800 kb/s,750 kb/s,835 kb/s,746 kb/s,699 kb/s,740 kb/s,636 kb/s,715 kb/s,791 kb/s,,,,,,,,,,,,,,,
