"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}"
2025-11-16 15:23:00,0.532 vCPU,1.00 vCPU,0.444 vCPU,0.492 vCPU,1.03 vCPU,0.978 vCPU,0.500 vCPU,,,,,,,,1.28 vCPU,2.05 vCPU,1.61 vCPU,1.44 vCPU,1.65 vCPU,1.45 vCPU,2.80 vCPU,2.66 vCPU,,,,,,,,
2025-11-16 15:23:15,1.50 vCPU,1.36 vCPU,1.39 vCPU,1.43 vCPU,1.53 vCPU,1.75 vCPU,1.47 vCPU,,,,,,,,1.93 vCPU,2.64 vCPU,2.16 vCPU,2.01 vCPU,2.26 vCPU,2.17 vCPU,3.88 vCPU,4.09 vCPU,,,,,,,,
2025-11-16 15:23:30,2.11 vCPU,2.00 vCPU,2.27 vCPU,2.11 vCPU,2.19 vCPU,2.18 vCPU,2.18 vCPU,,,,,,,,2.80 vCPU,3.00 vCPU,2.62 vCPU,2.67 vCPU,2.75 vCPU,2.72 vCPU,5.07 vCPU,4.93 vCPU,,,,,,,,
2025-11-16 15:23:45,2.70 vCPU,2.33 vCPU,2.74 vCPU,2.70 vCPU,2.22 vCPU,2.24 vCPU,2.71 vCPU,,,,,,,,2.98 vCPU,2.70 vCPU,2.51 vCPU,3.25 vCPU,3.05 vCPU,3.06 vCPU,5.78 vCPU,5.10 vCPU,,,,,,,,
2025-11-16 15:24:00,2.43 vCPU,2.75 vCPU,2.45 vCPU,2.43 vCPU,2.44 vCPU,2.23 vCPU,2.44 vCPU,,,,,,,,3.20 vCPU,2.91 vCPU,3.09 vCPU,3.27 vCPU,3.17 vCPU,3.15 vCPU,7.62 vCPU,6.40 vCPU,,,,,,,,
2025-11-16 15:24:15,2.80 vCPU,2.45 vCPU,2.62 vCPU,2.80 vCPU,2.42 vCPU,2.63 vCPU,2.72 vCPU,,,,,,,,3.42 vCPU,3.25 vCPU,3.49 vCPU,3.42 vCPU,3.42 vCPU,3.37 vCPU,11.1 vCPU,10.6 vCPU,,,,,,,,
2025-11-16 15:24:30,2.55 vCPU,2.54 vCPU,2.74 vCPU,2.55 vCPU,2.79 vCPU,2.80 vCPU,2.66 vCPU,,,,,,,,3.08 vCPU,3.23 vCPU,3.50 vCPU,2.77 vCPU,2.88 vCPU,2.91 vCPU,12.5 vCPU,13.2 vCPU,,,,,,,,
2025-11-16 15:24:45,2.82 vCPU,2.82 vCPU,2.83 vCPU,2.82 vCPU,2.74 vCPU,2.74 vCPU,2.81 vCPU,,,,,,,,2.82 vCPU,3.04 vCPU,2.94 vCPU,2.73 vCPU,2.76 vCPU,2.72 vCPU,12.9 vCPU,14.1 vCPU,,,,,,,,
2025-11-16 15:25:00,2.65 vCPU,2.83 vCPU,2.65 vCPU,2.65 vCPU,2.75 vCPU,2.53 vCPU,2.65 vCPU,,,,,,,,2.81 vCPU,2.75 vCPU,2.70 vCPU,2.61 vCPU,2.64 vCPU,2.75 vCPU,11.5 vCPU,11.7 vCPU,,,,,,,,
2025-11-16 15:25:15,2.77 vCPU,2.66 vCPU,2.56 vCPU,2.76 vCPU,2.54 vCPU,2.74 vCPU,2.67 vCPU,,,,,,,,2.66 vCPU,2.81 vCPU,2.67 vCPU,2.46 vCPU,2.72 vCPU,2.78 vCPU,10.5 vCPU,11.2 vCPU,,,,,,,,
2025-11-16 15:25:30,2.45 vCPU,2.47 vCPU,2.64 vCPU,2.45 vCPU,2.70 vCPU,2.72 vCPU,2.55 vCPU,,,,,,,,2.57 vCPU,2.66 vCPU,2.64 vCPU,2.47 vCPU,2.63 vCPU,2.72 vCPU,9.02 vCPU,9.85 vCPU,,,,,,,,
2025-11-16 15:25:45,2.74 vCPU,2.72 vCPU,2.75 vCPU,2.74 vCPU,2.63 vCPU,2.63 vCPU,2.74 vCPU,,,,,,,,2.43 vCPU,2.50 vCPU,2.63 vCPU,2.53 vCPU,2.67 vCPU,2.53 vCPU,8.37 vCPU,9.13 vCPU,,,,,,,,
2025-11-16 15:26:00,2.63 vCPU,2.75 vCPU,2.63 vCPU,2.63 vCPU,2.71 vCPU,2.49 vCPU,2.62 vCPU,,,,,,,,2.47 vCPU,2.53 vCPU,2.52 vCPU,2.51 vCPU,2.49 vCPU,2.44 vCPU,8.62 vCPU,8.85 vCPU,,,,,,,,
2025-11-16 15:26:15,2.81 vCPU,2.63 vCPU,2.61 vCPU,2.81 vCPU,2.51 vCPU,2.71 vCPU,2.72 vCPU,,,,,,,,2.49 vCPU,2.55 vCPU,2.52 vCPU,2.50 vCPU,2.50 vCPU,2.40 vCPU,8.48 vCPU,8.27 vCPU,,,,,,,,
2025-11-16 15:26:30,2.47 vCPU,2.53 vCPU,2.66 vCPU,2.47 vCPU,2.77 vCPU,2.78 vCPU,2.57 vCPU,,,,,,,,2.45 vCPU,2.60 vCPU,2.53 vCPU,2.53 vCPU,2.52 vCPU,2.44 vCPU,11.4 vCPU,8.05 vCPU,,,,,,,,
2025-11-16 15:26:45,2.75 vCPU,2.73 vCPU,2.76 vCPU,2.75 vCPU,2.64 vCPU,2.66 vCPU,2.75 vCPU,,,,,,,,2.44 vCPU,2.58 vCPU,2.74 vCPU,2.53 vCPU,2.51 vCPU,2.47 vCPU,11.4 vCPU,6.43 vCPU,,,,,,,,
2025-11-16 15:27:00,2.60 vCPU,2.76 vCPU,2.60 vCPU,2.60 vCPU,2.74 vCPU,2.53 vCPU,2.60 vCPU,,,,,,,,2.58 vCPU,2.64 vCPU,2.72 vCPU,2.60 vCPU,2.54 vCPU,2.53 vCPU,11.3 vCPU,6.43 vCPU,,,,,,,,
2025-11-16 15:27:15,2.76 vCPU,2.60 vCPU,2.56 vCPU,2.76 vCPU,2.49 vCPU,2.69 vCPU,2.67 vCPU,,,,,,,,2.62 vCPU,2.59 vCPU,2.65 vCPU,2.49 vCPU,2.48 vCPU,2.61 vCPU,7.42 vCPU,5.63 vCPU,,,,,,,,
2025-11-16 15:27:30,2.48 vCPU,2.48 vCPU,2.65 vCPU,2.46 vCPU,2.73 vCPU,2.75 vCPU,2.56 vCPU,,,,,,,,2.61 vCPU,2.44 vCPU,2.51 vCPU,2.47 vCPU,2.61 vCPU,2.57 vCPU,8.50 vCPU,6.02 vCPU,,,,,,,,
2025-11-16 15:27:45,2.71 vCPU,2.72 vCPU,2.72 vCPU,2.71 vCPU,2.62 vCPU,2.63 vCPU,2.71 vCPU,,,,,,,,2.43 vCPU,2.38 vCPU,2.48 vCPU,2.40 vCPU,2.55 vCPU,2.53 vCPU,8.45 vCPU,5.68 vCPU,,,,,,,,
2025-11-16 15:28:00,2.56 vCPU,2.72 vCPU,2.56 vCPU,2.56 vCPU,2.68 vCPU,2.46 vCPU,2.55 vCPU,,,,,,,,2.33 vCPU,2.47 vCPU,2.39 vCPU,2.41 vCPU,2.56 vCPU,2.38 vCPU,8.53 vCPU,5.22 vCPU,,,,,,,,
2025-11-16 15:28:15,2.65 vCPU,2.56 vCPU,2.46 vCPU,2.65 vCPU,2.44 vCPU,2.63 vCPU,2.56 vCPU,,,,,,,,2.42 vCPU,2.48 vCPU,2.33 vCPU,2.39 vCPU,2.42 vCPU,2.39 vCPU,5.97 vCPU,5.13 vCPU,,,,,,,,
2025-11-16 15:28:30,2.40 vCPU,2.38 vCPU,2.56 vCPU,2.37 vCPU,2.62 vCPU,2.63 vCPU,2.46 vCPU,,,,,,,,2.47 vCPU,2.43 vCPU,2.32 vCPU,2.36 vCPU,2.52 vCPU,2.41 vCPU,5.85 vCPU,4.75 vCPU,,,,,,,,
