"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}"
2025-11-16 16:01:45,,,0.575 vCPU,0.688 vCPU,,,0.808 vCPU,,,,,,,,1.90 vCPU,1.19 vCPU,,1.74 vCPU,1.98 vCPU,,,2.09 vCPU,,,,,,,,
2025-11-16 16:02:00,0.609 vCPU,0.830 vCPU,1.31 vCPU,1.42 vCPU,0.741 vCPU,0.834 vCPU,0.969 vCPU,,,,,,,,2.21 vCPU,2.05 vCPU,1.81 vCPU,2.13 vCPU,2.37 vCPU,1.73 vCPU,2.89 vCPU,3.21 vCPU,,,,,,,,
2025-11-16 16:02:15,1.63 vCPU,2.06 vCPU,1.99 vCPU,2.02 vCPU,1.67 vCPU,1.74 vCPU,1.85 vCPU,,,,,,,,2.70 vCPU,2.63 vCPU,2.31 vCPU,2.85 vCPU,2.85 vCPU,2.31 vCPU,4.79 vCPU,4.62 vCPU,,,,,,,,
2025-11-16 16:02:30,2.03 vCPU,2.06 vCPU,2.30 vCPU,2.28 vCPU,2.04 vCPU,2.07 vCPU,2.23 vCPU,,,,,,,,2.44 vCPU,3.04 vCPU,2.65 vCPU,2.81 vCPU,2.68 vCPU,2.70 vCPU,6.22 vCPU,6.12 vCPU,,,,,,,,
2025-11-16 16:02:45,2.66 vCPU,2.34 vCPU,2.35 vCPU,2.23 vCPU,2.59 vCPU,2.34 vCPU,2.70 vCPU,,,,,,,,3.16 vCPU,3.08 vCPU,3.00 vCPU,3.46 vCPU,3.19 vCPU,3.05 vCPU,8.60 vCPU,10.4 vCPU,,,,,,,,
2025-11-16 16:03:00,2.48 vCPU,2.51 vCPU,2.68 vCPU,2.67 vCPU,2.53 vCPU,2.51 vCPU,2.50 vCPU,,,,,,,,3.28 vCPU,3.59 vCPU,3.34 vCPU,3.75 vCPU,3.39 vCPU,3.27 vCPU,11.4 vCPU,13.2 vCPU,,,,,,,,
2025-11-16 16:03:15,2.70 vCPU,2.61 vCPU,2.62 vCPU,2.62 vCPU,2.62 vCPU,2.60 vCPU,2.46 vCPU,,,,,,,,3.28 vCPU,3.25 vCPU,3.62 vCPU,3.26 vCPU,3.29 vCPU,3.34 vCPU,14.1 vCPU,13.8 vCPU,,,,,,,,
2025-11-16 16:03:30,2.52 vCPU,2.75 vCPU,2.63 vCPU,2.76 vCPU,2.52 vCPU,2.75 vCPU,2.72 vCPU,,,,,,,,2.81 vCPU,3.22 vCPU,3.15 vCPU,2.72 vCPU,2.88 vCPU,3.00 vCPU,14.8 vCPU,16.7 vCPU,,,,,,,,
2025-11-16 16:03:45,2.71 vCPU,2.47 vCPU,2.55 vCPU,2.44 vCPU,2.68 vCPU,2.47 vCPU,2.72 vCPU,,,,,,,,2.86 vCPU,2.88 vCPU,2.86 vCPU,2.53 vCPU,2.82 vCPU,2.83 vCPU,13.2 vCPU,16.4 vCPU,,,,,,,,
2025-11-16 16:04:00,2.60 vCPU,2.69 vCPU,2.67 vCPU,2.67 vCPU,2.70 vCPU,2.69 vCPU,2.60 vCPU,,,,,,,,2.72 vCPU,2.74 vCPU,2.76 vCPU,2.53 vCPU,2.70 vCPU,2.86 vCPU,11.3 vCPU,15.8 vCPU,,,,,,,,
2025-11-16 16:04:15,2.59 vCPU,2.53 vCPU,2.46 vCPU,2.45 vCPU,2.54 vCPU,2.54 vCPU,2.35 vCPU,,,,,,,,2.58 vCPU,2.38 vCPU,2.68 vCPU,2.45 vCPU,2.62 vCPU,2.89 vCPU,9.52 vCPU,9.82 vCPU,,,,,,,,
2025-11-16 16:04:30,2.30 vCPU,2.55 vCPU,2.40 vCPU,2.52 vCPU,2.31 vCPU,2.54 vCPU,2.51 vCPU,,,,,,,,2.45 vCPU,2.34 vCPU,2.56 vCPU,2.49 vCPU,2.57 vCPU,2.81 vCPU,9.13 vCPU,8.37 vCPU,,,,,,,,
2025-11-16 16:04:45,2.50 vCPU,2.24 vCPU,2.36 vCPU,2.24 vCPU,2.45 vCPU,2.24 vCPU,2.51 vCPU,,,,,,,,2.43 vCPU,2.33 vCPU,2.30 vCPU,2.46 vCPU,2.40 vCPU,2.67 vCPU,8.62 vCPU,8.27 vCPU,,,,,,,,
2025-11-16 16:05:00,2.41 vCPU,2.49 vCPU,2.49 vCPU,2.50 vCPU,2.50 vCPU,2.49 vCPU,2.42 vCPU,,,,,,,,2.36 vCPU,2.44 vCPU,2.27 vCPU,2.51 vCPU,2.61 vCPU,2.45 vCPU,8.00 vCPU,8.47 vCPU,,,,,,,,
2025-11-16 16:05:15,2.48 vCPU,2.41 vCPU,2.42 vCPU,2.41 vCPU,2.43 vCPU,2.41 vCPU,2.24 vCPU,,,,,,,,2.37 vCPU,2.40 vCPU,2.34 vCPU,2.41 vCPU,2.56 vCPU,2.40 vCPU,8.45 vCPU,8.48 vCPU,,,,,,,,
2025-11-16 16:05:30,2.28 vCPU,2.52 vCPU,2.38 vCPU,2.51 vCPU,2.28 vCPU,2.52 vCPU,2.49 vCPU,,,,,,,,2.37 vCPU,2.40 vCPU,2.39 vCPU,2.52 vCPU,2.64 vCPU,2.44 vCPU,9.00 vCPU,7.97 vCPU,,,,,,,,
2025-11-16 16:05:45,2.49 vCPU,2.23 vCPU,2.34 vCPU,2.22 vCPU,2.44 vCPU,2.23 vCPU,2.50 vCPU,,,,,,,,2.42 vCPU,2.40 vCPU,2.41 vCPU,2.54 vCPU,2.50 vCPU,2.41 vCPU,8.78 vCPU,7.97 vCPU,,,,,,,,
2025-11-16 16:06:00,2.39 vCPU,2.48 vCPU,2.49 vCPU,2.49 vCPU,2.49 vCPU,2.48 vCPU,2.41 vCPU,,,,,,,,2.49 vCPU,2.28 vCPU,2.43 vCPU,2.58 vCPU,2.61 vCPU,2.43 vCPU,7.63 vCPU,7.88 vCPU,,,,,,,,
2025-11-16 16:06:15,2.46 vCPU,2.40 vCPU,2.44 vCPU,2.41 vCPU,2.41 vCPU,2.40 vCPU,2.22 vCPU,,,,,,,,2.63 vCPU,2.29 vCPU,2.52 vCPU,2.45 vCPU,2.58 vCPU,2.30 vCPU,8.08 vCPU,7.15 vCPU,,,,,,,,
2025-11-16 16:06:30,2.32 vCPU,2.56 vCPU,2.43 vCPU,2.56 vCPU,2.32 vCPU,2.55 vCPU,2.53 vCPU,,,,,,,,2.70 vCPU,2.34 vCPU,2.47 vCPU,2.40 vCPU,2.40 vCPU,2.33 vCPU,12.0 vCPU,6.83 vCPU,,,,,,,,
2025-11-16 16:06:45,2.54 vCPU,2.28 vCPU,2.35 vCPU,2.23 vCPU,2.50 vCPU,2.28 vCPU,2.54 vCPU,,,,,,,,2.64 vCPU,2.41 vCPU,2.43 vCPU,2.33 vCPU,2.26 vCPU,2.34 vCPU,12.2 vCPU,7.32 vCPU,,,,,,,,
2025-11-16 16:07:00,2.38 vCPU,2.48 vCPU,2.39 vCPU,2.42 vCPU,2.48 vCPU,2.48 vCPU,2.38 vCPU,,,,,,,,2.51 vCPU,2.40 vCPU,2.24 vCPU,2.29 vCPU,2.31 vCPU,2.37 vCPU,10.7 vCPU,7.23 vCPU,,,,,,,,
2025-11-16 16:07:15,2.32 vCPU,2.28 vCPU,2.23 vCPU,2.23 vCPU,2.28 vCPU,2.28 vCPU,2.08 vCPU,,,,,,,,2.44 vCPU,2.37 vCPU,2.28 vCPU,2.28 vCPU,2.39 vCPU,2.36 vCPU,6.65 vCPU,6.63 vCPU,,,,,,,,
