"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}"
2025-11-16 16:20:15,0.649 vCPU,0.760 vCPU,0.874 vCPU,0.750 vCPU,0.859 vCPU,,0.835 vCPU,,,,,,,,1.38 vCPU,1.57 vCPU,1.79 vCPU,,1.39 vCPU,,4.27 vCPU,1.95 vCPU,,,,,,,,
2025-11-16 16:20:30,1.41 vCPU,1.52 vCPU,1.06 vCPU,1.49 vCPU,1.05 vCPU,0.979 vCPU,1.47 vCPU,,,,,,,,1.91 vCPU,2.14 vCPU,2.26 vCPU,2.28 vCPU,1.97 vCPU,1.75 vCPU,4.97 vCPU,3.09 vCPU,,,,,,,,
2025-11-16 16:20:45,2.08 vCPU,2.11 vCPU,1.94 vCPU,2.12 vCPU,1.94 vCPU,2.18 vCPU,2.11 vCPU,,,,,,,,2.71 vCPU,2.69 vCPU,2.79 vCPU,3.00 vCPU,2.61 vCPU,2.36 vCPU,5.65 vCPU,4.33 vCPU,,,,,,,,
2025-11-16 16:21:00,2.19 vCPU,2.12 vCPU,2.15 vCPU,2.12 vCPU,2.16 vCPU,2.07 vCPU,2.12 vCPU,,,,,,,,2.19 vCPU,2.21 vCPU,2.25 vCPU,2.72 vCPU,2.10 vCPU,2.71 vCPU,4.07 vCPU,3.95 vCPU,,,,,,,,
2025-11-16 16:21:15,1.87 vCPU,1.88 vCPU,2.48 vCPU,1.89 vCPU,2.49 vCPU,2.20 vCPU,2.00 vCPU,,,,,,,,1.99 vCPU,1.96 vCPU,2.06 vCPU,2.15 vCPU,1.88 vCPU,2.29 vCPU,3.53 vCPU,3.72 vCPU,,,,,,,,
2025-11-16 16:21:30,2.15 vCPU,2.14 vCPU,2.08 vCPU,2.14 vCPU,2.08 vCPU,2.04 vCPU,2.06 vCPU,,,,,,,,2.01 vCPU,1.92 vCPU,1.83 vCPU,1.89 vCPU,1.87 vCPU,2.13 vCPU,3.43 vCPU,3.67 vCPU,,,,,,,,
2025-11-16 16:21:45,2.22 vCPU,2.27 vCPU,2.02 vCPU,2.27 vCPU,2.02 vCPU,2.14 vCPU,2.25 vCPU,,,,,,,,2.54 vCPU,2.36 vCPU,1.97 vCPU,1.84 vCPU,2.49 vCPU,2.04 vCPU,4.53 vCPU,5.75 vCPU,,,,,,,,
2025-11-16 16:22:00,2.51 vCPU,2.39 vCPU,2.29 vCPU,2.39 vCPU,2.29 vCPU,2.24 vCPU,2.38 vCPU,,,,,,,,3.06 vCPU,2.89 vCPU,2.93 vCPU,2.37 vCPU,2.96 vCPU,2.80 vCPU,6.85 vCPU,9.05 vCPU,,,,,,,,
2025-11-16 16:22:15,2.44 vCPU,2.44 vCPU,2.56 vCPU,2.44 vCPU,2.56 vCPU,2.34 vCPU,2.52 vCPU,,,,,,,,3.22 vCPU,3.40 vCPU,3.54 vCPU,3.08 vCPU,3.47 vCPU,3.07 vCPU,9.95 vCPU,13.2 vCPU,,,,,,,,
2025-11-16 16:22:30,2.73 vCPU,2.74 vCPU,2.67 vCPU,2.73 vCPU,2.67 vCPU,2.62 vCPU,2.65 vCPU,,,,,,,,2.85 vCPU,3.22 vCPU,3.91 vCPU,3.31 vCPU,3.15 vCPU,3.24 vCPU,13.1 vCPU,13.5 vCPU,,,,,,,,
2025-11-16 16:22:45,2.64 vCPU,2.74 vCPU,2.57 vCPU,2.74 vCPU,2.56 vCPU,2.73 vCPU,2.73 vCPU,,,,,,,,2.63 vCPU,2.92 vCPU,3.17 vCPU,3.00 vCPU,2.91 vCPU,2.68 vCPU,13.6 vCPU,12.4 vCPU,,,,,,,,
2025-11-16 16:23:00,2.67 vCPU,2.57 vCPU,2.63 vCPU,2.57 vCPU,2.64 vCPU,2.65 vCPU,2.58 vCPU,,,,,,,,2.62 vCPU,2.64 vCPU,2.79 vCPU,2.64 vCPU,2.72 vCPU,2.68 vCPU,12.6 vCPU,10.4 vCPU,,,,,,,,
2025-11-16 16:23:15,2.49 vCPU,2.49 vCPU,2.67 vCPU,2.49 vCPU,2.69 vCPU,2.50 vCPU,2.58 vCPU,,,,,,,,2.63 vCPU,2.63 vCPU,2.59 vCPU,2.64 vCPU,2.69 vCPU,2.82 vCPU,13.7 vCPU,9.93 vCPU,,,,,,,,
2025-11-16 16:23:30,2.76 vCPU,2.76 vCPU,2.67 vCPU,2.76 vCPU,2.67 vCPU,2.66 vCPU,2.67 vCPU,,,,,,,,2.68 vCPU,2.66 vCPU,2.57 vCPU,2.63 vCPU,2.71 vCPU,2.79 vCPU,15.3 vCPU,9.35 vCPU,,,,,,,,
2025-11-16 16:23:45,2.68 vCPU,2.77 vCPU,2.58 vCPU,2.77 vCPU,2.57 vCPU,2.75 vCPU,2.76 vCPU,,,,,,,,2.69 vCPU,2.52 vCPU,2.52 vCPU,2.65 vCPU,2.55 vCPU,2.60 vCPU,14.6 vCPU,8.90 vCPU,,,,,,,,
2025-11-16 16:24:00,2.69 vCPU,2.59 vCPU,2.68 vCPU,2.59 vCPU,2.67 vCPU,2.68 vCPU,2.60 vCPU,,,,,,,,2.66 vCPU,2.46 vCPU,2.49 vCPU,2.60 vCPU,2.55 vCPU,2.47 vCPU,10.9 vCPU,8.90 vCPU,,,,,,,,
2025-11-16 16:24:15,2.39 vCPU,2.39 vCPU,2.67 vCPU,2.39 vCPU,2.67 vCPU,2.51 vCPU,2.49 vCPU,,,,,,,,2.42 vCPU,2.33 vCPU,2.45 vCPU,2.55 vCPU,2.47 vCPU,2.46 vCPU,7.98 vCPU,8.02 vCPU,,,,,,,,
2025-11-16 16:24:30,2.65 vCPU,2.65 vCPU,2.56 vCPU,2.65 vCPU,2.56 vCPU,2.56 vCPU,2.57 vCPU,,,,,,,,2.41 vCPU,2.50 vCPU,2.44 vCPU,2.50 vCPU,2.51 vCPU,2.43 vCPU,8.35 vCPU,7.22 vCPU,,,,,,,,
2025-11-16 16:24:45,2.59 vCPU,2.69 vCPU,2.49 vCPU,2.69 vCPU,2.48 vCPU,2.65 vCPU,2.68 vCPU,,,,,,,,2.43 vCPU,2.45 vCPU,2.50 vCPU,2.43 vCPU,2.64 vCPU,2.60 vCPU,8.73 vCPU,6.92 vCPU,,,,,,,,
2025-11-16 16:25:00,2.70 vCPU,2.60 vCPU,2.59 vCPU,2.60 vCPU,2.60 vCPU,2.60 vCPU,2.61 vCPU,,,,,,,,2.52 vCPU,2.52 vCPU,2.52 vCPU,2.56 vCPU,2.66 vCPU,2.63 vCPU,8.78 vCPU,7.62 vCPU,,,,,,,,
2025-11-16 16:25:15,2.46 vCPU,2.46 vCPU,2.71 vCPU,2.46 vCPU,2.71 vCPU,2.53 vCPU,2.54 vCPU,,,,,,,,2.33 vCPU,2.39 vCPU,2.52 vCPU,2.55 vCPU,2.56 vCPU,2.66 vCPU,8.02 vCPU,11.4 vCPU,,,,,,,,
2025-11-16 16:25:30,2.68 vCPU,2.69 vCPU,2.62 vCPU,2.68 vCPU,2.61 vCPU,2.63 vCPU,2.60 vCPU,,,,,,,,2.29 vCPU,2.43 vCPU,2.45 vCPU,2.54 vCPU,2.41 vCPU,2.46 vCPU,7.43 vCPU,10.9 vCPU,,,,,,,,
2025-11-16 16:25:45,2.58 vCPU,2.68 vCPU,2.50 vCPU,2.68 vCPU,2.49 vCPU,2.68 vCPU,2.68 vCPU,,,,,,,,2.37 vCPU,2.46 vCPU,2.45 vCPU,2.38 vCPU,2.36 vCPU,2.43 vCPU,6.63 vCPU,11.0 vCPU,,,,,,,,
