"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}"
2025-11-16 15:42:00,,,,,,,,,,,,,,,,,,,,,,3.34 vCPU,,,,,,,,
2025-11-16 15:42:15,0.615 vCPU,1.14 vCPU,0.765 vCPU,0.691 vCPU,1.18 vCPU,0.624 vCPU,0.622 vCPU,,,,,,,,1.80 vCPU,1.61 vCPU,1.89 vCPU,1.61 vCPU,1.52 vCPU,1.57 vCPU,3.21 vCPU,4.56 vCPU,,,,,,,,
2025-11-16 15:42:30,1.54 vCPU,1.96 vCPU,1.64 vCPU,1.64 vCPU,1.80 vCPU,1.56 vCPU,1.55 vCPU,,,,,,,,2.49 vCPU,2.04 vCPU,2.55 vCPU,2.32 vCPU,2.15 vCPU,2.23 vCPU,4.18 vCPU,5.72 vCPU,,,,,,,,
2025-11-16 15:42:45,2.11 vCPU,2.17 vCPU,2.12 vCPU,2.09 vCPU,2.16 vCPU,2.13 vCPU,2.11 vCPU,,,,,,,,2.66 vCPU,2.71 vCPU,2.74 vCPU,2.61 vCPU,2.49 vCPU,2.49 vCPU,4.70 vCPU,4.17 vCPU,,,,,,,,
2025-11-16 15:43:00,2.57 vCPU,2.17 vCPU,2.48 vCPU,2.56 vCPU,2.11 vCPU,2.58 vCPU,2.57 vCPU,,,,,,,,2.25 vCPU,2.56 vCPU,2.28 vCPU,2.37 vCPU,2.49 vCPU,2.26 vCPU,4.03 vCPU,6.17 vCPU,,,,,,,,
2025-11-16 15:43:15,2.35 vCPU,2.23 vCPU,2.41 vCPU,2.34 vCPU,2.22 vCPU,2.35 vCPU,2.35 vCPU,,,,,,,,2.79 vCPU,3.14 vCPU,2.95 vCPU,2.98 vCPU,2.88 vCPU,2.87 vCPU,7.68 vCPU,10.2 vCPU,,,,,,,,
2025-11-16 15:43:30,2.68 vCPU,2.31 vCPU,2.57 vCPU,2.70 vCPU,2.45 vCPU,2.66 vCPU,2.68 vCPU,,,,,,,,3.31 vCPU,3.57 vCPU,3.59 vCPU,3.45 vCPU,3.36 vCPU,3.40 vCPU,11.6 vCPU,13.1 vCPU,,,,,,,,
2025-11-16 15:43:45,2.57 vCPU,2.74 vCPU,2.60 vCPU,2.53 vCPU,2.75 vCPU,2.58 vCPU,2.57 vCPU,,,,,,,,3.66 vCPU,3.39 vCPU,3.80 vCPU,3.74 vCPU,3.42 vCPU,3.75 vCPU,14.3 vCPU,12.7 vCPU,,,,,,,,
2025-11-16 15:44:00,2.72 vCPU,2.78 vCPU,2.66 vCPU,2.72 vCPU,2.68 vCPU,2.72 vCPU,2.72 vCPU,,,,,,,,3.01 vCPU,2.93 vCPU,3.03 vCPU,3.12 vCPU,3.12 vCPU,3.22 vCPU,13.1 vCPU,10.3 vCPU,,,,,,,,
2025-11-16 15:44:15,2.60 vCPU,2.57 vCPU,2.68 vCPU,2.59 vCPU,2.56 vCPU,2.60 vCPU,2.60 vCPU,,,,,,,,2.80 vCPU,2.76 vCPU,2.67 vCPU,2.89 vCPU,2.86 vCPU,2.84 vCPU,11.5 vCPU,9.37 vCPU,,,,,,,,
2025-11-16 15:44:30,2.66 vCPU,2.49 vCPU,2.60 vCPU,2.70 vCPU,2.61 vCPU,2.64 vCPU,2.66 vCPU,,,,,,,,2.72 vCPU,2.67 vCPU,2.70 vCPU,2.71 vCPU,2.78 vCPU,2.55 vCPU,16.4 vCPU,7.77 vCPU,,,,,,,,
2025-11-16 15:44:45,2.46 vCPU,2.68 vCPU,2.49 vCPU,2.42 vCPU,2.67 vCPU,2.48 vCPU,2.47 vCPU,,,,,,,,2.69 vCPU,2.59 vCPU,2.54 vCPU,2.56 vCPU,2.57 vCPU,2.37 vCPU,14.2 vCPU,8.07 vCPU,,,,,,,,
2025-11-16 15:45:00,2.66 vCPU,2.72 vCPU,2.63 vCPU,2.68 vCPU,2.62 vCPU,2.66 vCPU,2.66 vCPU,,,,,,,,2.60 vCPU,2.37 vCPU,2.56 vCPU,2.44 vCPU,2.44 vCPU,2.40 vCPU,13.2 vCPU,10.1 vCPU,,,,,,,,
2025-11-16 15:45:15,2.54 vCPU,2.52 vCPU,2.63 vCPU,2.54 vCPU,2.50 vCPU,2.54 vCPU,2.54 vCPU,,,,,,,,2.53 vCPU,2.40 vCPU,2.44 vCPU,2.42 vCPU,2.49 vCPU,2.41 vCPU,6.97 vCPU,10.2 vCPU,,,,,,,,
2025-11-16 15:45:30,2.63 vCPU,2.37 vCPU,2.56 vCPU,2.67 vCPU,2.49 vCPU,2.61 vCPU,2.62 vCPU,,,,,,,,2.67 vCPU,2.40 vCPU,2.52 vCPU,2.47 vCPU,2.58 vCPU,2.44 vCPU,7.10 vCPU,11.2 vCPU,,,,,,,,
2025-11-16 15:45:45,2.39 vCPU,2.62 vCPU,2.43 vCPU,2.35 vCPU,2.60 vCPU,2.41 vCPU,2.40 vCPU,,,,,,,,2.62 vCPU,2.51 vCPU,2.43 vCPU,2.56 vCPU,2.65 vCPU,2.38 vCPU,6.63 vCPU,8.02 vCPU,,,,,,,,
2025-11-16 15:46:00,2.62 vCPU,2.63 vCPU,2.55 vCPU,2.63 vCPU,2.53 vCPU,2.62 vCPU,2.62 vCPU,,,,,,,,2.55 vCPU,2.41 vCPU,2.54 vCPU,2.54 vCPU,2.43 vCPU,2.42 vCPU,6.27 vCPU,7.60 vCPU,,,,,,,,
2025-11-16 15:46:15,2.53 vCPU,2.55 vCPU,2.62 vCPU,2.53 vCPU,2.52 vCPU,2.53 vCPU,2.53 vCPU,,,,,,,,2.32 vCPU,2.50 vCPU,2.56 vCPU,2.47 vCPU,2.39 vCPU,2.43 vCPU,6.83 vCPU,5.25 vCPU,,,,,,,,
2025-11-16 15:46:30,2.60 vCPU,2.37 vCPU,2.54 vCPU,2.64 vCPU,2.50 vCPU,2.59 vCPU,2.60 vCPU,,,,,,,,2.32 vCPU,2.53 vCPU,2.68 vCPU,2.38 vCPU,2.34 vCPU,2.61 vCPU,7.17 vCPU,4.88 vCPU,,,,,,,,
2025-11-16 15:46:45,2.46 vCPU,2.64 vCPU,2.50 vCPU,2.42 vCPU,2.64 vCPU,2.48 vCPU,2.46 vCPU,,,,,,,,2.35 vCPU,2.55 vCPU,2.52 vCPU,2.32 vCPU,2.51 vCPU,2.56 vCPU,7.32 vCPU,4.77 vCPU,,,,,,,,
2025-11-16 15:47:00,2.69 vCPU,2.69 vCPU,2.63 vCPU,2.69 vCPU,2.60 vCPU,2.69 vCPU,2.69 vCPU,,,,,,,,2.50 vCPU,2.34 vCPU,2.45 vCPU,2.38 vCPU,2.46 vCPU,2.54 vCPU,8.82 vCPU,4.82 vCPU,,,,,,,,
2025-11-16 15:47:15,2.57 vCPU,2.58 vCPU,2.66 vCPU,2.57 vCPU,2.54 vCPU,2.57 vCPU,2.57 vCPU,,,,,,,,2.46 vCPU,2.22 vCPU,2.25 vCPU,2.44 vCPU,2.46 vCPU,2.40 vCPU,8.18 vCPU,4.87 vCPU,,,,,,,,
2025-11-16 15:47:30,2.54 vCPU,2.38 vCPU,2.49 vCPU,2.58 vCPU,2.50 vCPU,2.52 vCPU,2.53 vCPU,,,,,,,,2.43 vCPU,2.23 vCPU,2.33 vCPU,2.37 vCPU,2.30 vCPU,2.40 vCPU,7.38 vCPU,4.73 vCPU,,,,,,,,
2025-11-16 15:47:45,2.37 vCPU,2.58 vCPU,2.39 vCPU,2.32 vCPU,2.57 vCPU,2.39 vCPU,2.37 vCPU,,,,,,,,2.30 vCPU,2.31 vCPU,2.39 vCPU,2.30 vCPU,2.40 vCPU,2.34 vCPU,5.17 vCPU,4.75 vCPU,,,,,,,,
