"Time","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""besu"", instance=""14-lighthouse-besu"", job=""ethereum-metrics-exporter-14-lighthouse-besu"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""besu"", instance=""15-lighthouse-besu"", job=""ethereum-metrics-exporter-15-lighthouse-besu"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""01-lighthouse-geth"", job=""ethereum-metrics-exporter-01-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""02-lighthouse-geth"", job=""ethereum-metrics-exporter-02-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""03-lighthouse-geth"", job=""ethereum-metrics-exporter-03-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""04-lighthouse-geth"", job=""ethereum-metrics-exporter-04-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""05-lighthouse-geth"", job=""ethereum-metrics-exporter-05-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""06-lighthouse-geth"", job=""ethereum-metrics-exporter-06-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""07-lighthouse-geth"", job=""ethereum-metrics-exporter-07-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""08-lighthouse-nethermind"", job=""ethereum-metrics-exporter-08-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""09-lighthouse-nethermind"", job=""ethereum-metrics-exporter-09-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""10-lighthouse-nethermind"", job=""ethereum-metrics-exporter-10-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""11-lighthouse-nethermind"", job=""ethereum-metrics-exporter-11-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""12-lighthouse-nethermind"", job=""ethereum-metrics-exporter-12-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","{__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""13-lighthouse-nethermind"", job=""ethereum-metrics-exporter-13-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""06-lighthouse-geth"", job=""ethereum-metrics-exporter-06-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""10-lighthouse-nethermind"", job=""ethereum-metrics-exporter-10-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""besu"", instance=""15-lighthouse-besu"", job=""ethereum-metrics-exporter-15-lighthouse-besu"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""12-lighthouse-nethermind"", job=""ethereum-metrics-exporter-12-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""01-lighthouse-geth"", job=""ethereum-metrics-exporter-01-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""13-lighthouse-nethermind"", job=""ethereum-metrics-exporter-13-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""besu"", instance=""14-lighthouse-besu"", job=""ethereum-metrics-exporter-14-lighthouse-besu"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""07-lighthouse-geth"", job=""ethereum-metrics-exporter-07-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""02-lighthouse-geth"", job=""ethereum-metrics-exporter-02-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""09-lighthouse-nethermind"", job=""ethereum-metrics-exporter-09-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""04-lighthouse-geth"", job=""ethereum-metrics-exporter-04-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""11-lighthouse-nethermind"", job=""ethereum-metrics-exporter-11-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""nethermind"", instance=""08-lighthouse-nethermind"", job=""ethereum-metrics-exporter-08-lighthouse-nethermind"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""03-lighthouse-geth"", job=""ethereum-metrics-exporter-03-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}","eth_exe_block_head_gas_used {__name__=""eth_exe_block_head_gas_used"", chain_id=""42069"", consensus_client=""lighthouse"", ethereum_role=""execution"", execution_client=""geth"", instance=""05-lighthouse-geth"", job=""ethereum-metrics-exporter-05-lighthouse-geth"", module=""block"", network=""kurtosis"", node_name=""execution"", testnet=""kurtosis""}"
2025-11-16 15:41:45,,0,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,
2025-11-16 15:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2025-11-16 15:42:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2025-11-16 15:42:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2025-11-16 15:42:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2025-11-16 15:43:00,10696047,10696047,0,0,10696047,10696047,10696047,10696047,0,10696047,10696047,10696047,10696047,0,0,,,,,,,,,,,,,,,
2025-11-16 15:43:15,2355075,5260940,2355075,2355075,2355075,2355075,2355075,2355075,2355075,2355075,2355075,2355075,2355075,2355075,2355075,,,,,,,,,,,,,,,
2025-11-16 15:43:30,5260940,5111920,5260940,5260940,5260940,5260940,5111920,5111920,5260940,5260940,5260940,5111920,5260940,5260940,5260940,,,,,,,,,,,,,,,
2025-11-16 15:43:45,5111920,4969580,5111920,5111920,4969580,5111920,4969580,4969580,5111920,4969580,5111920,4969580,5111920,5111920,5111920,,,,,,,,,,,,,,,
2025-11-16 15:44:00,4414320,4414320,4969580,4969580,4414320,4414320,4414320,4414320,4969580,4414320,4414320,4414320,4414320,4969580,4969580,,,,,,,,,,,,,,,
2025-11-16 15:44:15,5193580,5769860,5193580,5193580,5193580,5193580,5193580,5193580,5193580,5193580,5193580,5193580,5193580,5193580,5193580,,,,,,,,,,,,,,,
2025-11-16 15:44:30,5769860,4701290,5769860,5769860,5769860,5769860,4701290,4701290,5769860,4701290,5769860,5769860,5769860,5769860,5769860,,,,,,,,,,,,,,,
2025-11-16 15:44:45,4701290,5461900,4701290,4701290,5461900,4701290,5461900,5461900,4701290,5461900,4701290,5461900,4701290,4701290,4701290,,,,,,,,,,,,,,,
2025-11-16 15:45:00,5235570,5235570,5461900,5461900,5235570,5235570,5235570,5235570,5461900,5235570,5235570,5235570,5235570,5461900,5461900,,,,,,,,,,,,,,,
2025-11-16 15:45:15,5153900,5132930,5153900,5153900,5153900,5153900,5153900,5153900,5153900,5153900,5153900,5153900,5153900,5153900,5153900,,,,,,,,,,,,,,,
2025-11-16 15:45:30,5132930,5090920,5132930,5132930,5132930,5132930,5090920,5090920,5132930,5090920,5132930,5090920,5132930,5132930,5132930,,,,,,,,,,,,,,,
2025-11-16 15:45:45,5090920,5359230,5090920,5090920,5359230,5090920,5359230,5359230,5090920,5359230,5090920,5359230,5090920,5090920,5090920,,,,,,,,,,,,,,,
2025-11-16 15:46:00,5132860,5132860,5359230,5359230,5132860,5132860,5132860,5132860,5359230,5132860,5132860,5132860,5132860,5359230,5132860,,,,,,,,,,,,,,,
2025-11-16 15:46:15,4229970,5851550,4229970,4229970,4229970,4229970,4229970,4229970,4229970,4229970,4229970,4229970,4229970,4229970,4229970,,,,,,,,,,,,,,,
2025-11-16 15:46:30,5851550,5296190,5851550,5851550,5851550,5851550,5296190,5296190,5851550,5296190,5851550,5296190,5851550,5851550,5851550,,,,,,,,,,,,,,,
2025-11-16 15:46:45,5296190,4948590,5296190,5296190,4948590,5296190,4948590,4948590,5296190,4948590,5296190,4948590,5296190,5296190,5296190,,,,,,,,,,,,,,,
2025-11-16 15:47:00,5317250,5317250,4948590,4948590,5317250,5317250,5317250,5317250,4948590,5317250,5317250,5317250,5317250,4948590,5317250,,,,,,,,,,,,,,,
2025-11-16 15:47:15,4250990,5132910,4250990,4250990,4250990,4250990,4250990,4250990,4250990,4250990,5317250,4250990,4250990,4250990,4250990,,,,,,,,,,,,,,,
2025-11-16 15:47:30,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,5132910,,,,,,,,,,,,,,,
2025-11-16 15:47:45,5132910,6035860,5132910,5132910,6035860,5132910,6035860,6035860,5132910,6035860,5132910,6035860,5132910,5132910,5132910,,,,,,,,,,,,,,,
2025-11-16 15:48:00,4948550,4948550,6035860,6035860,4948550,4948550,4948550,4948550,6035860,4948550,6035860,4948550,4948550,6035860,4948550,,,,,,,,,,,,,,,
2025-11-16 15:48:15,4414330,5851520,4414330,4414330,4414330,4414330,4414330,4414330,4414330,4414330,4414330,4414330,4414330,4414330,4414330,,,,,,,,,,,,,,,
2025-11-16 15:48:30,5851520,5132960,5851520,5851520,5851520,5851520,5132960,5132960,5851520,5132960,5851520,5132960,5851520,5851520,5851520,,,,,,,,,,,,,,,
2025-11-16 15:48:45,5132960,5885352,5132960,5132960,5885352,5132960,5885352,5885352,5132960,5885352,5132960,5885352,5132960,5132960,5132960,,,,,,,,,,,,,,,
2025-11-16 15:49:00,4944374,4944374,5885352,5885352,4944374,4944374,4944374,4944374,5885352,4944374,5885352,4944374,4944374,5885352,4944374,,,,,,,,,,,,,,,
2025-11-16 15:49:15,35985000,13824556,35985000,35985000,35985000,35985000,35985000,35985000,35985000,35985000,35985000,35985000,35985000,35985000,35985000,,,,,,,,,,,,,,,
2025-11-16 15:49:30,13824556,35985060,13824556,13824556,13824556,13824556,35985060,35985060,13824556,35985060,13824556,35985060,13824556,13824556,13824556,,,,,,,,,,,,,,,
2025-11-16 15:49:45,35985060,12430916,35985060,35985060,12430916,35985060,12430916,12430916,35985060,12430916,35985060,12430916,12430916,35985060,35985060,,,,,,,,,,,,,,,
2025-11-16 15:50:00,35985010,35985010,12430916,12430916,35985010,35985010,35985010,35985010,12430916,35985010,12430916,35985010,35985010,12430916,35985010,,,,,,,,,,,,,,,
2025-11-16 15:50:15,13746876,35998950,13746876,13746876,13746876,13746876,13746876,13746876,13746876,13746876,13746876,13746876,13746876,13746876,13746876,,,,,,,,,,,,,,,
2025-11-16 15:50:30,35998950,35989690,35998950,35998950,35998950,35998950,35989690,35989690,35998950,35989690,35998950,35989690,35998950,35998950,35998950,,,,,,,,,,,,,,,
2025-11-16 15:50:45,35989690,20368292,35989690,35989690,20368292,35989690,20368292,20368292,35989690,20368292,35989690,20368292,20368292,35989690,35989690,,,,,,,,,,,,,,,
2025-11-16 15:51:00,35985040,35985040,20368292,20368292,35985040,35985040,35985040,35985040,20368292,35985040,20368292,35985040,35985040,20368292,35985040,,,,,,,,,,,,,,,
2025-11-16 15:51:15,13315236,35985030,13315236,13315236,13315236,13315236,13315236,13315236,13315236,13315236,13315236,13315236,13315236,13315236,13315236,,,,,,,,,,,,,,,
2025-11-16 15:51:30,35985030,12801976,35985030,35985030,35985030,35985030,12801976,12801976,35985030,12801976,35985030,12801976,35985030,35985030,35985030,,,,,,,,,,,,,,,
2025-11-16 15:51:45,12801976,35985040,12801976,12801976,35985040,12801976,35985040,35985040,12801976,35985040,12801976,35985040,35985040,12801976,12801976,,,,,,,,,,,,,,,
2025-11-16 15:52:00,35985040,13149546,35985040,35985040,13149546,13149546,13149546,13149546,35985040,13149546,35985040,13149546,13149546,35985040,35985040,,,,,,,,,,,,,,,
2025-11-16 15:52:15,35985010,13028246,35985010,35985010,35985010,35985010,35985010,35985010,35985010,35985010,35985010,35985010,35985010,35985010,35985010,,,,,,,,,,,,,,,
2025-11-16 15:52:30,13028246,35985080,13028246,13028246,13028246,13028246,35985080,35985080,13028246,13028246,13028246,35985080,13028246,13028246,13028246,,,,,,,,,,,,,,,
2025-11-16 15:52:45,35985080,13149556,35985080,35985080,13149556,35985080,13149556,13149556,35985080,13149556,35985080,13149556,35985080,35985080,35985080,,,,,,,,,,,,,,,
2025-11-16 15:53:00,35985040,35985040,13149556,13149556,35985040,35985040,35985040,35985040,13149556,35985040,13149556,35985040,35985040,13149556,35985040,,,,,,,,,,,,,,,
2025-11-16 15:53:15,13931116,35985010,13931116,13931116,13931116,13931116,13931116,13931116,13931116,13931116,13931116,13931116,13931116,13931116,13931116,,,,,,,,,,,,,,,
2025-11-16 15:53:30,35985010,12904447,35985010,35985010,35985010,35985010,12904447,12904447,35985010,35985010,35985010,12904447,35985010,35985010,35985010,,,,,,,,,,,,,,,
2025-11-16 15:53:45,12904447,35985050,12904447,12904447,35985050,12904447,35985050,35985050,12904447,35985050,12904447,35985050,12904447,12904447,12904447,,,,,,,,,,,,,,,
2025-11-16 15:54:00,12430946,12430946,35985050,35985050,12430946,12430946,12430946,12430946,35985050,12430946,35985050,12430946,12430946,35985050,12430946,,,,,,,,,,,,,,,
2025-11-16 15:54:15,35985060,13028156,35985060,35985060,35985060,35985060,35985060,35985060,35985060,35985060,35985060,35985060,35985060,35985060,35985060,,,,,,,,,,,,,,,
2025-11-16 15:54:30,13028156,35985040,13028156,13028156,13028156,13028156,35985040,35985040,13028156,35985040,13028156,35985040,13028156,13028156,13028156,,,,,,,,,,,,,,,
2025-11-16 15:54:45,35985040,13807526,35985040,35985040,13807526,35985040,13807526,13807526,35985040,13807526,35985040,13807526,13807526,35985040,35985040,,,,,,,,,,,,,,,
2025-11-16 15:55:00,35985030,35985030,13807526,13807526,35985030,35985030,35985030,35985030,13807526,35985030,13807526,35985030,35985030,13807526,35985030,,,,,,,,,,,,,,,
2025-11-16 15:55:15,12657216,35985020,12657216,12657216,12657216,12657216,12657216,12657216,12657216,12657216,12657216,12657216,12657216,12657216,12657216,,,,,,,,,,,,,,,
2025-11-16 15:55:30,35985020,13088866,35985020,35985020,35985020,35985020,13088866,13088866,35985020,13088866,35985020,13088866,35985020,35985020,35985020,,,,,,,,,,,,,,,
